AddressLine	City	Municipality	AdminDivision	Country	PostCode	Latitude	Longitude	Phone	IsWiFiHotSpot	IsWheelchairAccessible	Opens	Closes	
5956 W Higgins Ave	Chicago		IL	US	60630	41.97287	-87.77773	(217) 555-0110	False	False	730	2330	
925 W Irving Park Rd	Itasca		IL	US	60143	41.97288	-88.0309	(217) 555-0197	False	True	800	2200	
2536 Nottingham St	Houston		TX	US	77005	29.72239	-95.4175	(210) 555-0122	False	True	700	1800	
603 Country Club Dr	Bensenville		IL	US	60106	41.97419	-87.95458	(217) 555-0183	True	True	600	2300	
6166 W Higgins Ave	Chicago		IL	US	60630	41.97435	-87.78247	(217) 555-0181	False	False	700	1800	
7151 W Foster Ave	Chicago		IL	US	60656	41.97537	-87.80588	(217) 555-0170	False	True	800	2200	
5146 N Clark St	Chicago		IL	US	60640	41.9759	-87.66832	(217) 555-0184	True	True	700	1800	
5153 N Broadway St	Chicago		IL	US	60640	41.97599	-87.66001	(217) 555-0154	False	False	900	2400	
63 E Main St	Norton		MA	US	02766	41.97624	-71.16805	(339) 555-0127	False	True	800	2200	
1512 W Foster Ave	Chicago		IL	US	60640	41.97632	-87.66877	(217) 555-0141	False	True	700	1800	
74 Rd	Somers		CT	US	06071	41.97788	-72.44553	(203) 555-0113	False	False	700	1800	
5361 N Harlem Ave	Chicago		IL	US	60656	41.97815	-87.80714	(217) 555-0165	False	False	800	2200	
130 Mansfield Ave	Norton		MA	US	02766	41.97902	-71.2028	(339) 555-0154	False	False	700	1800	
2113 W Flagler St	Miami		FL	US	33135	25.77261	-80.22909	(239) 555-0167	False	False	700	1800	
3249 Southwest Fwy	Houston		TX	US	77027	29.72924	-95.42929	(210) 555-0112	False	False	600	2300	
5335 N Sheridan Rd	Chicago		IL	US	60640	41.97957	-87.65522	(217) 555-0174	False	False	600	2300	
684 E Irving Park Rd	Roselle		IL	US	60172	41.98031	-88.06436	(217) 555-0192	False	True	800	2200	
5531 N Milwaukee Ave	Chicago		IL	US	60630	41.98246	-87.77411	(217) 555-0104	True	True	700	1800	
43 Mountain Rd	Suffield		CT	US	06078	41.98353	-72.65655	(203) 555-0112	False	True	800	2200	
394 E Irving Park Rd	Roselle		IL	US	60172	41.98363	-88.07538	(217) 555-0116	True	True	600	2300	
5691 N Milwaukee Ave	Chicago		IL	US	60646	41.98441	-87.77589	(217) 555-0135	False	False	700	1800	
106 Main St	Somers		CT	US	06071	41.98513	-72.48894	(203) 555-0129	False	True	800	2200	
5707 N Central Ave	Chicago		IL	US	60646	41.98566	-87.76832	(217) 555-0137	True	True	900	2400	
136 Main St	Kingston		MA	US	02364	41.98777	-70.71554	(339) 555-0167	False	False	1000	2000	
3221 Ennis St	Houston		TX	US	77004	29.73081	-95.36056	(210) 555-0144	False	True	800	2200	
6111 N River Rd	Des Plaines		IL	US	60018	41.98811	-87.86052	(217) 555-0141	False	True	800	2200	
5943 N Northwest Hwy	Chicago		IL	US	60631	41.98826	-87.79196	(217) 555-0114	False	True	700	1800	
16 Central Sq	Bridgewater		MA	US	02324	41.98919	-70.97611	(339) 555-0122	False	False	700	1800	
41 Hazard Ave	Enfield		CT	US	06082	41.98989	-72.58138	(203) 555-0117	False	True	800	2200	
3449 W Peterson Ave	Chicago		IL	US	60659	41.99019	-87.71564	(217) 555-0164	True	True	730	2330	
3431 W Peterson Ave	Chicago		IL	US	60659	41.99019	-87.71545	(217) 555-0115	False	False	600	2300	
9463 W Higgins Rd	Des Plaines		IL	US	60018	41.99177	-87.8611	(217) 555-0166	False	True	800	2200	
554 E Devon Ave	Elk Grove Village		IL	US	60007	41.993	-87.98059	(217) 555-0111	True	True	700	1800	
578 E Devon Ave	Elk Grove Village		IL	US	60007	41.993	-87.98025	(217) 555-0147	False	False	700	1800	
86 Spring St	Bridgewater		MA	US	02324	41.99322	-70.97225	(339) 555-0198	False	False	800	2200	
2005 Lexington St	Houston		TX	US	77098	29.73161	-95.40888	(210) 555-0161	False	True	1000	2000	
6161 N Milwaukee Ave	Chicago		IL	US	60646	41.99325	-87.78417	(217) 555-0185	True	False	600	2300	
136 Broad St	Bridgewater		MA	US	02324	41.99393	-70.97383	(339) 555-0187	False	False	700	1800	
6161 N Broadway St	Chicago		IL	US	60660	41.99414	-87.66054	(217) 555-0195	False	True	800	2200	
1115 Rohlwing Rd	Elk Grove Village		IL	US	60007	41.99424	-88.03143	(217) 555-0174	False	True	700	1800	
1040 W Granville Ave	Chicago		IL	US	60660	41.9947	-87.6574	(217) 555-0179	False	False	700	1800	
9751 W Higgins Rd	Des Plaines		IL	US	60018	41.99509	-87.87188	(217) 555-0120	False	True	800	2200	
25 Palomba Dr	Enfield		CT	US	06082	41.9955	-72.57304	(203) 555-0151	False	True	700	1800	
6 Pembroke St	Kingston		MA	US	02364	41.99634	-70.74313	(339) 555-0141	False	False	730	2330	
10233 W Higgins Rd	Des Plaines		IL	US	60018	41.99655	-87.87726	(217) 555-0115	False	True	800	2200	
800 Devon Ave	Park Ridge		IL	US	60068	41.99666	-87.83542	(217) 555-0164	True	True	900	2400	
2006 Lexington St	Houston		TX	US	77098	29.73186	-95.40892	(210) 555-0198	False	False	700	1800	
6340 N Western Ave	Chicago		IL	US	60659	41.9969	-87.68977	(217) 555-0158	False	False	600	2300	
5345 W Devon Ave	Chicago		IL	US	60646	41.99716	-87.76265	(217) 555-0103	False	True	800	2200	
3935 W Devon Ave	Chicago		IL	US	60659	41.99716	-87.72775	(217) 555-0161	True	True	700	1800	
90 Elm St	Enfield		CT	US	06082	41.99777	-72.58315	(203) 555-0105	False	False	700	1800	
6438 N Lincoln Ave	Lincolnwood		IL	US	60712	41.99825	-87.71999	(217) 555-0173	False	True	800	2200	
78 Summer St	Kingston		MA	US	02364	41.9989	-70.73034	(339) 555-0155	False	True	600	2300	
6405 N Claremont Ave	Chicago		IL	US	60645	41.99916	-87.68894	(217) 555-0147	False	False	900	2400	
31 N Main St	Enfield		CT	US	06082	42.00022	-72.59862	(203) 555-0174	False	True	800	2200	
6649 N Lincoln Ave	Lincolnwood		IL	US	60712	42.00146	-87.72563	(217) 555-0163	False	True	700	1800	
6666 N Northwest Hwy	Chicago		IL	US	60631	42.00197	-87.81467	(217) 555-0169	False	False	700	1800	
6396 Richmond Ave	Houston		TX	US	77057	29.73195	-95.49711	(210) 555-0143	False	True	800	2200	
6574 N Sheridan Rd	Chicago		IL	US	60626	42.00206	-87.66067	(217) 555-0146	False	False	800	2200	
6733 N Olmsted Ave	Chicago		IL	US	60631	42.00227	-87.81723	(217) 555-0159	True	False	700	1800	
6727 N Olmsted Ave	Chicago		IL	US	60631	42.00232	-87.81732	(217) 555-0165	False	False	1000	2000	
6718 N Northwest Hwy	Chicago		IL	US	60631	42.00318	-87.81659	(217) 555-0113	False	True	800	2200	
6712 N Northwest Hwy	Chicago		IL	US	60631	42.00324	-87.81667	(217) 555-0184	True	True	700	1800	
1823 W Wise Rd	Schaumburg		IL	US	60193	42.00357	-88.12428	(217) 555-0166	False	False	600	2300	
1712 W Wise Rd	Schaumburg		IL	US	60193	42.00389	-88.12231	(217) 555-0103	False	True	800	2200	
825 W Wise Rd	Schaumburg		IL	US	60193	42.00453	-88.10062	(217) 555-0165	True	True	700	1800	
553 Kelley Blvd	North Attleborough		MA	US	02760	42.00754	-71.30254	(339) 555-0162	False	False	700	1800	
1014 S McLean Blvd	Elgin		IL	US	60123	42.00777	-88.31495	(217) 555-0138	False	True	800	2200	
4611 Montrose Blvd	Houston		TX	US	77006	29.73197	-95.39118	(210) 555-0159	True	True	600	2300	
Viale Brianza 1	Monza		CN	IT	20052	45.59375	9.27146	0800-XXXXX	False	True	700	1800	
118 Euclid Ave	Park Ridge		IL	US	60068	42.00934	-87.8288	(217) 555-0123	False	False	700	1800	
1900 E Touhy Ave	Des Plaines		IL	US	60018	42.00994	-87.87721	(217) 555-0124	False	True	800	2200	
27 S Northwest Hwy	Park Ridge		IL	US	60068	42.01044	-87.8285	(217) 555-0126	True	True	1000	2000	
12 Taunton St	Plainville		MA	US	02762	42.01121	-71.30584	(339) 555-0127	False	False	700	1800	
3303 W Touhy Ave	Lincolnwood		IL	US	60712	42.01171	-87.71199	(217) 555-0168	False	True	800	2200	
3908 W Touhy Ave	Lincolnwood		IL	US	60712	42.01188	-87.72673	(217) 555-0160	True	True	700	1800	
2832 W Touhy Ave	Chicago		IL	US	60645	42.01216	-87.7006	(217) 555-0103	False	False	900	2400	
1090 Landmeier Rd	Elk Grove Village		IL	US	60007	42.01264	-87.9706	(217) 555-0178	False	True	800	2200	
320 W Center St	West Bridgewater		MA	US	02379	42.01644	-71.02727	(339) 555-0109	True	True	700	1800	
3240 Fondren Rd	Houston		TX	US	77063	29.73212	-95.52045	(210) 555-0166	False	False	700	1800	
1545 W Howard St	Chicago		IL	US	60626	42.01953	-87.67026	(217) 555-0157	False	False	600	2300	
425 S Roselle Rd	Schaumburg		IL	US	60193	42.0199	-88.08013	(217) 555-0122	False	False	800	2200	
901 E Oakton St	Des Plaines		IL	US	60018	42.02355	-87.90197	(217) 555-0129	False	False	700	1800	
933 E Oakton St	Des Plaines		IL	US	60018	42.02356	-87.90131	(217) 555-0180	False	False	700	1800	
101 Busse Rd	Elk Grove Village		IL	US	60007	42.02383	-87.96001	(217) 555-0197	False	True	800	2200	
1050 E Oakton St	Des Plaines		IL	US	60018	42.0239	-87.89828	(217) 555-0133	False	True	600	2300	
17 Enfield St	Enfield		CT	US	06082	42.02419	-72.58426	(203) 555-0180	False	False	730	2330	
1396 E Oakton St	Des Plaines		IL	US	60018	42.02419	-87.88924	(217) 555-0122	False	True	800	2200	
700 Depot St	North Easton		MA	US	02356	42.02475	-71.11893	(339) 555-0155	True	True	700	1800	
7950 N Caldwell Ave	Niles		IL	US	60714	42.02542	-87.79186	(217) 555-0131	False	False	700	1800	
3835 Richmond Ave	Houston		TX	US	77027	29.73252	-95.43922	(210) 555-0157	False	True	800	2200	
275 N Main St	West Bridgewater		MA	US	02379	42.03	-71.00851	(339) 555-0172	False	True	800	2200	
638 W Algonquin Rd	Des Plaines		IL	US	60016	42.03024	-87.93634	(217) 555-0161	True	True	900	2400	
131 Copeland Dr	Mansfield		MA	US	02048	42.03075	-71.2294	(339) 555-0112	False	False	700	1800	
407 N Main St	Mansfield		MA	US	02048	42.03404	-71.21833	(339) 555-0160	False	True	800	2200	
504 Main St	Evanston		IL	US	60202	42.03407	-87.67902	(217) 555-0151	False	True	700	1800	
1062 Lee St	Des Plaines		IL	US	60016	42.03481	-87.89296	(217) 555-0143	False	False	600	2300	
1575 Ellinwood Ave	Des Plaines		IL	US	60016	42.03943	-87.88387	(217) 555-0112	False	True	800	2200	
6063 Dempster St	Morton Grove		IL	US	60053	42.04079	-87.77777	(217) 555-0121	False	True	700	1800	
3724 Dempster St	Skokie		IL	US	60076	42.04093	-87.72127	(217) 555-0109	False	False	900	2400	
1486 Main St	Hanson		MA	US	02341	42.04215	-70.89781	(339) 555-0172	False	True	800	2200	
3910 Kirby Dr	Houston		TX	US	77098	29.73266	-95.41854	(210) 555-0136	True	True	700	1800	
1064 Main St	Hanson		MA	US	02341	42.04229	-70.87869	(339) 555-0103	True	True	600	2300	
1901 E Woodfield Rd	Schaumburg		IL	US	60173	42.04318	-88.03172	(217) 555-0193	False	False	700	1800	
860 N Roselle Rd	Schaumburg		IL	US	60194	42.04382	-88.07965	(217) 555-0182	False	False	800	2200	
800 Washington St	Wrentham		MA	US	02093	42.04419	-71.30332	(339) 555-0114	True	False	700	1800	
99 Commercial St	Provincetown		MA	US	02657	42.04421	-70.19234	(339) 555-0161	False	False	700	1800	
500 Davis St	Evanston		IL	US	60201	42.04626	-87.67926	(217) 555-0158	False	True	800	2200	
1566 Oak Ave	Evanston		IL	US	60201	42.04645	-87.68672	(217) 555-0168	True	True	1000	2000	
1571 Sherman Ave	Evanston		IL	US	60201	42.0466	-87.68197	(217) 555-0128	False	False	700	1800	
31 Bradford St	Provincetown		MA	US	02657	42.04677	-70.19304	(339) 555-0192	False	True	800	2200	
594 Washington St	South Easton		MA	US	02375	42.04696	-71.08131	(339) 555-0199	False	True	700	1800	
2039 Main St	Brockton		MA	US	02301	42.04727	-71.01034	(339) 555-0174	False	False	600	2300	
500 W Higgins Rd	Schaumburg		IL	US	60195	42.04743	-88.08988	(217) 555-0181	False	True	800	2200	
1001 W Golf Rd	Schaumburg		IL	US	60194	42.04816	-88.10496	(217) 555-0129	True	True	900	2400	
626 Church St	Evanston		IL	US	60201	42.04819	-87.68004	(217) 555-0120	False	False	700	1800	
1750 W Golf Rd	Mt Prospect		IL	US	60056	42.0482	-87.96092	(217) 555-0118	False	True	800	2200	
1728 W Golf Rd	Mt Prospect		IL	US	60056	42.04827	-87.96139	(217) 555-0174	True	True	600	2300	
906 Church St	Evanston		IL	US	60201	42.04838	-87.68389	(217) 555-0177	False	False	700	1800	
11 Carver St	Provincetown		MA	US	02657	42.049	-70.18927	(339) 555-0127	False	True	800	2200	
205 Commercial St	Provincetown		MA	US	02657	42.04956	-70.18872	(339) 555-0145	True	True	700	1800	
611 E Golf Rd	Schaumburg		IL	US	60173	42.04979	-88.06447	(217) 555-0101	False	False	900	2400	
1642 SW Flagler Terrace	Miami		FL	US	33135	25.77271	-80.22195	(239) 555-0131	False	False	800	2200	
Marktstraße 3	Stuttgart		Baden-Württemberg	DE	70173	48.77461	9.1802	0800-XXXXX	True	True	700	1800	
955 E Golf Rd	Schaumburg		IL	US	60173	42.05001	-88.05658	(217) 555-0109	False	True	800	2200	
5 Masonic Pl	Provincetown		MA	US	02657	42.05012	-70.18895	(339) 555-0178	False	True	700	1800	
1695 E Golf Rd	Schaumburg		IL	US	60173	42.05026	-88.04174	(217) 555-0135	False	False	700	1800	
1925 E Golf Rd	Schaumburg		IL	US	60173	42.05054	-88.03275	(217) 555-0129	False	False	800	2200	
35700 W Jefferson Ave	Rockwood		MI	US	48173	42.05106	-83.21175	(231) 555-0142	False	False	700	1800	
1321 Golf Rd	Rolling Meadows		IL	US	60008	42.0512	-87.99857	(217) 555-0196	False	False	600	2300	
1840 Oak Ave	Evanston		IL	US	60201	42.05185	-87.6863	(217) 555-0164	False	True	800	2200	
815 Emerson St	Evanston		IL	US	60201	42.05201	-87.68288	(217) 555-0187	True	True	700	1800	
335 Commercial St	Provincetown		MA	US	02657	42.05223	-70.18504	(339) 555-0194	False	False	1000	2000	
8 Commercial St	Foxborough		MA	US	02035	42.05224	-71.24306	(339) 555-0185	False	True	800	2200	
214 W Texas Ave	Baytown		TX	US	77520	29.7328	-94.97041	(210) 555-0142	True	True	700	1800	
129 Bradford St	Provincetown		MA	US	02657	42.05263	-70.18663	(339) 555-0160	True	True	600	2300	
133 Bradford St	Provincetown		MA	US	02657	42.05266	-70.18659	(339) 555-0146	False	False	700	1800	
8526 W Golf Rd	Niles		IL	US	60714	42.05469	-87.83732	(217) 555-0108	False	True	800	2200	
4012 Golf Rd	Skokie		IL	US	60076	42.05517	-87.72806	(217) 555-0198	False	True	900	2400	
175 Old Orchard Shopping Center	Skokie		IL	US	60077	42.05566	-87.7489	(217) 555-0154	False	False	700	1800	
162 Shaker Rd	East Longmeadow		MA	US	01028	42.05707	-72.51754	(339) 555-0148	False	True	800	2200	
1014 N McLean Blvd	Elgin		IL	US	60123	42.05766	-88.31534	(217) 555-0168	False	True	700	1800	
2575 W Higgins Rd	Schaumburg		IL	US	60195	42.05775	-88.13926	(217) 555-0158	False	False	700	1800	
2354 W Higgins Rd	Schaumburg		IL	US	60195	42.05855	-88.14105	(217) 555-0118	False	True	800	2200	
408 Longmeadow St	Longmeadow		MA	US	01106	42.05959	-72.57997	(339) 555-0110	True	True	1000	2000	
2128 Portsmouth St	Houston		TX	US	77098	29.73356	-95.41103	(210) 555-0132	False	False	900	2400	
378 Rd	Hampden		MA	US	01036	42.06026	-72.41454	(339) 555-0106	False	False	600	2300	
1071 Main St	Brockton		MA	US	02301	42.06379	-71.01523	(339) 555-0184	False	True	800	2200	
2942 Virginia Ln	Glenview		IL	US	60025	42.0638	-87.83081	(217) 555-0130	True	True	700	1800	
1945 Central St	Evanston		IL	US	60201	42.06416	-87.70053	(217) 555-0152	False	False	700	1800	
2930 Central St	Evanston		IL	US	60201	42.06457	-87.71583	(217) 555-0125	False	False	800	2200	
1039 S Arlington Heights Rd	Arlington Heights		IL	US	60005	42.06518	-87.97999	(217) 555-0140	True	False	600	2300	
660 N Wolf Rd	Des Plaines		IL	US	60016	42.06526	-87.90768	(217) 555-0175	False	False	700	1800	
1725 E Algonquin Rd	Schaumburg		IL	US	60173	42.06548	-88.03651	(217) 555-0127	False	True	800	2200	
885 Belmont St	Brockton		MA	US	02301	42.06591	-71.05332	(339) 555-0117	False	True	700	1800	
3711 E Central Rd	Glenview		IL	US	60025	42.06597	-87.84775	(217) 555-0148	False	False	700	1800	
4310 Montrose Blvd	Houston		TX	US	77006	29.73365	-95.39095	(210) 555-0128	False	True	800	2200	
740 N Wolf Rd	Des Plaines		IL	US	60016	42.0664	-87.90759	(217) 555-0140	False	True	800	2200	
2676 Green Bay Rd	Evanston		IL	US	60201	42.06727	-87.70105	(217) 555-0179	True	True	730	2330	
